word,accent,gram,infltype,label,forms
перепроизводить,13,нсв,4,,
перепросить,9,св,4,,
перепроситься,9,св,4,,
перепрудить,9,св,4,,
перепрудить,9,св,4,,
перепруживать,7,нсв,1,,
перепрыгивать,7,нсв,1,,
перепрыгнуть,7,св,3,,
перепрыскать,7,св,1,,
перепрыскивать,7,нсвнп,1,,
перепрыснуть,7,св,3,,
перепрягать,9,нсв,1,,
перепрягаться,9,нсв,1,,
перепрясть,7,св,7,(-д-),
перепрясть,7,св,7,(-д-),
перепрятать,7,св,6,,
перепрятаться,7,св,6,,
перепрятывать,7,нсв,1,,
перепрятываться,7,нсв,1,,
перепрячь,7,св,8,(-г-),
перепрячься,7,св,8,(-г-),
перепугать,8,св,1,,
перепугаться,8,св,1,,
перепудрить,6,св,4,,
перепускать,9,нсв,1,,
перепустить,9,св,4,,
перепутать,6,св,1,,
перепутаться,6,св,1,,
перепутывать,6,нсв,1,,
перепутываться,6,нсв,1,,
перепылиться,8,св,4,,
перерабатывать,8,нсв,1,,
перерабатываться,8,нсв,1,,
переработать,8,св,1,,
переработаться,8,св,1,(-А-),
переранить,6,св,4,,
перераспределить,14,св,4,,
перераспределиться,14,св,4,,
перераспределять,14,нсв,1,,
перераспределяться,14,нсв,1,,
перерасследовать,10,св-нсв,2,,
перерастать,9,нсв,1,,
перерасти,9,св,7,,
перерасходовать,9,св-нсв,2,,
перервать,7,св,6,,
перерваться,7,св,6,,
перерегистрировать,12,св-нсв,2,,
перерегистрироваться,12,св,2,,
перерезать,8,нсв,1,,
перерезать,6,св,6,,
перерезаться,6,св,6,,
перерезаться,8,нсв,1,,
перерезывать,6,нсв,1,,
перерезываться,6,нсв,1,,
перерешать,8,нсв,1,,
перерешать,8,св,1,,
перерешить,8,св,4,,
перержаветь,9,свнп,1,,
перерисовать,10,св,2,,
перерисовывать,8,нсв,1,,
переродить,8,св,4,,
переродиться,8,св,4,,
перерождать,9,нсв,1,,
перерождаться,9,нсв,1,,
перерубать,8,нсв,1,,
перерубить,8,св,4,,
переругать,8,св,1,,
переругаться,8,св,1,,
переругиваться,6,нсв,1,,
перерумянивать,8,нсв,1,,
перерумянить,8,св,4,,
перерывать,8,нсв,1,,
перерывать,8,нсв,1,,
перерываться,8,нсв,1,,
перерыть,6,св,12,,
перерыхлить,9,св,4,,
перерыхлять,9,нсв,1,,
перерядить,8,св,4,,
перерядиться,8,св,4,,
переряжать,8,нсв,1,,
переряжаться,8,нсв,1,,
переряживать,6,нсв,1,,
переряживаться,6,нсв,1,,
пересадить,8,св,4,,
пересажать,8,св,1,,
пересаживать,6,нсв,1,,
пересаживаться,6,нсв,1,,
пересаливать,6,нсв,1,,
пересаливать,6,нсв,1,,
пересалить,6,св,4,,
пересасывать,6,нсв,1,,
пересахаривать,6,нсв,1,,
пересахарить,6,св,4,,
пересватать,7,св,1,,
пересвистать,10,св,6,,
пересвистнуться,7,св,3,,
пересвистывать,7,нсв,1,,
пересвистываться,7,нсв,1,,
пересдавать,9,нсв,13,,
пересевать,8,нсв,1,,
переседлать,9,св,1,,
переседлывать,"6,6",нсв,1,,
пересеивать,6,нсв,1,,
пересекать,8,нсв,1,,
пересекаться,8,нсв,1,,
переселить,8,св,4,,
переселить,8,св,4,,
переселиться,8,св,4,,
переселиться,8,св,4,,
переселять,8,нсв,1,,
переселяться,8,нсв,1,,
пересечь,6,св,8,,
пересечься,6,св,8,,
пересеять,6,св,6,,
пересидеть,8,св,5,,
пересиживать,6,нсв,1,,
пересиливать,6,нсв,1,,
пересилить,6,св,4,,
пересинивать,6,нсв,1,,
пересиниваться,6,нсв,1,,
пересинить,8,св,4,,
пересиниться,8,св,4,,
перескабливать,7,нсв,1,,
пересказать,9,св,6,,
пересказывать,7,нсв,1,,
перескакать,9,св,6,,
перескакивать,7,нсв,1,,
перескакивать,7,нсв,1,,
перескоблить,10,св,4,,
перескоблить,10,св,4,,
перескочить,9,св,4,,
перескрести,11,св,7,,
переслаивать,7,нсв,1,,
переслаиваться,7,нсв,1,,
пересластить,10,св,4,,
переслать,7,св,6,,
переслащивать,7,нсв,1,,
переслоить,8,св,4,,
переслоиться,8,св,4,,
переслужить,9,св,4,,
переслушать,7,св,1,,
переслюнить,9,св,4,,
пересмаливать,7,нсв,1,,
пересмаливаться,7,нсв,1,,
пересматривать,7,нсв,1,,
пересмеивать,7,нсв,1,,
пересмеиваться,7,нсв,1,,
пересмехнуться,10,св,3,,
пересмешить,9,св,4,,
пересмеять,8,св,6,,
пересмолить,9,св,4,,
пересмолиться,9,св,4,,
пересмотреть,10,св,5,,
переснастить,10,св,4,,
переснащать,9,нсв,1,,
переснащивать,7,нсв,1,,
переснимать,9,нсв,1,,
переснимать,9,св,1,,
пересниматься,9,нсв,1,,
переснять,7,св,14,(-им-),
пересняться,7,св,14,(-им-),
пересовать,8,св,2,,
пересовывать,6,нсв,1,,
пересоздавать,11,нсв,13,,
пересолить,8,св,4,,
пересолить,8,св,4,,
пересолодить,10,св,4,,
пересортировать,13,св,2,,
пересортировывать,11,нсв,1,,
пересосать,8,св,6,,
пересоставить,9,св,4,,
пересоставлять,12,нсв,1,,
пересохнуть,6,свнп,3,,
пересочинить,10,св,4,,
пересочинять,10,нсв,1,,
переспать,7,св,5,,
переспевать,9,нсвнп,1,,
переспеть,7,свнп,1,,
переспоривать,7,нсв,1,,
переспорить,7,св,4,,
переспрашивать,8,нсв,1,,
переспросить,10,св,4,,
пересрочивать,7,нсв,1,,
пересрочить,7,св,4,,
перессорить,7,св,4,,
перессориться,7,св,4,,
переставать,9,нсвнп,13,,
переставить,7,св,4,,
переставлять,10,нсв,1,,
перестаивать,7,нсвнп,1,,
перестаиваться,7,нсв,1,,
перестанавливать,9,нсв,1,,
перестановить,11,св,4,,
перестараться,9,св,1,,
перестать,7,свнп,15,,
перестегать,9,св,1,,
перестегать,9,св,1,,
перестегивать,"7,7",нсв,1,,
перестегивать,"7,7",нсв,1,,
перестегнуть,10,св,3,,
перестеклить,10,св,4,,
перестелить,9,св,4,,
перестилать,9,нсв,1,,
перестирать,9,св,1,,
перестирывать,7,нсв,1,,
перестлать,8,св,6,,
перестоять,8,св,5,,
перестояться,8,св,5,,
перестрагивать,8,нсв,1,,
перестрадать,10,св,1,,
перестраивать,8,нсв,1,,
перестраиваться,8,нсв,1,,
перестраховать,12,св,2,,
перестраховаться,12,св,2,,
перестраховывать,10,нсв,1,,
перестраховываться,10,нсв,1,,
перестрачивать,8,нсв,1,,
перестреливаться,8,нсв,1,,
перестрелять,10,св,1,,
перестреляться,10,св,1,,
перестригать,10,нсв,1,,
перестригаться,10,нсв,1,,
перестричь,8,св,8,(-г-),
перестричься,8,св,8,(-г-),
перестрогать,10,св,1,,
перестроить,8,св,4,,
перестроиться,8,св,4,,
перестрочить,10,св,4,,
перестрочить,10,св,4,,
перестругать,10,св,1,,
перестругивать,8,нсв,1,,
перестудить,9,св,4,,
перестуживать,7,нсв,1,,
перестукать,7,св,1,,
перестукивать,7,нсв,1,,
перестукиваться,7,нсв,1,,
перестукнуться,7,св,3,,
переступать,9,нсв,1,,
переступить,9,св,4,,
перестывать,9,нсвнп,1,,
перестынуть,7,свнп,3,,
перестыть,7,свнп,15,,
пересуживать,6,нсв,1,,
пересунуть,6,св,3,,
пересупонивать,8,нсв,1,,
пересупонить,8,св,4,,
пересучивать,6,нсв,1,,
пересучить,8,св,4,,
пересучить,8,св,4,,
пересушивать,6,нсв,1,,
пересушиваться,6,нсв,1,,
пересушить,8,св,4,,
пересушиться,8,св,4,,
пересчитать,9,св,1,,
пересчитывать,7,нсв,1,,
пересылать,8,нсв,1,,
пересыпать,8,нсв,1,,
пересыпать,8,нсв,1,,
пересыпаться,6,св,1,,
пересыпаться,8,нсв,1,,
пересытить,6,св,4,(-щ-),
пересытиться,6,св,4,(-щ-),
пересыхать,8,нсвнп,1,,
пересыщать,8,нсв,1,,
пересыщаться,8,нсв,1,,
переталкивать,6,нсв,1,,
перетанцевать,11,св,2,,
перетанцовывать,9,нсв,1,,
перетапливать,6,нсв,1,,
перетапливаться,6,нсв,1,,
перетаптывать,6,нсв,1,,
перетаптываться,6,нсв,1,,
перетаскать,9,св,1,,
перетаскивать,6,нсв,1,,
перетаскиваться,6,нсв,1,,
перетасовать,10,св,2,,
перетасовывать,8,нсв,1,,
перетачать,8,св,1,,
перетачивать,6,нсв,1,,
перетачивать,6,нсв,1,,
перетащить,8,св,4,,
перетащиться,8,св,4,,
перетекать,8,нсвнп,1,,
перетемнить,9,св,4,,
перетеребить,10,св,4,,
перетереть,8,св,9,,
перетереться,8,св,9,,
перетерпеть,9,св,5,,
перетерять,8,св,1,,
перетесать,8,св,6,,
перетесывать,"6,6",нсв,1,,
перетечь,6,свнп,8,,
перетирать,8,нсв,1,,
перетираться,8,нсв,1,,
перетискать,6,св,1,,
перетихать,8,нсвнп,1,,
перетихнуть,6,свнп,3,,
переткать,7,"св,",6,,
переткать,7,св,6,,
переткнуть,8,св,3,,
перетлевать,9,нсвнп,1,,
перетлеть,7,свнп,1,,
перетолкать,9,св,1,,
перетолкнуть,10,св,3,,
перетолковать,11,св,2,,
перетолковывать,9,нсв,1,,
перетомить,8,св,4,,
перетопить,8,св,4,,
перетопить,8,св,4,,
перетопиться,8,св,4,,
перетопиться,8,св,4,,
перетоптать,9,св,6,,
переторачивать,8,нсв,1,,
перетормошить,11,св,4,,
переторочить,10,св,4,,
переточить,8,св,4,,
перетравить,9,св,4,,
перетравливать,7,нсв,1,,
перетранжирить,10,св,4,,
перетратить,7,св,4,,
перетрачивать,7,нсв,1,,
перетревожить,9,св,4,,
перетревожиться,9,св,4,,
перетрепать,9,св,6,,
перетрескаться,7,св,1,,
перетрогать,7,св,1,,
перетрудить,9,св,4,,
перетрудить,9,св,4,,
перетрудиться,9,св,4,,
перетруждать,10,нсв,1,,
перетруживать,7,нсв,1,,
перетрусить,9,св,4,,
перетрусить,7,свнп,4,,
перетруситься,9,св,4,,
перетрухнуть,10,свнп,3,,
перетрушивать,7,нсв,1,,
перетрушиваться,7,нсв,1,,
перетрясать,9,нсв,1,,
перетрясти,10,св,7,(-с-),
перетрястись,10,св,7,(-с-),
перетряхивать,7,нсв,1,,
перетряхнуть,10,св,3,,
перетупить,8,св,4,,
перетупиться,8,св,4,,
перетушевать,10,св,2,,
перетушевывать,"8,8",нсв,1,,
перетушить,8,св,4,,
перетыкать,6,св,1,,
перетыкать,8,нсв,1,,
переть,4,нсв,9,,
переться,4,нсв,9,,
перетягать,8,св,1,,
перетягивать,6,нсв,1,,
перетягиваться,6,нсв,1,,
перетянуть,8,св,3,,
перетянуться,8,св,3,,
переубедить,9,св,4,,
переубедиться,9,св,4,,
переубеждать,10,нсв,1,,
переубеждаться,10,нсв,1,,
переудить,7,св,4,,
переупаковать,11,св,2,,
переупаковывать,9,нсв,1,,
переуплотнить,11,св,4,,
переуплотнять,11,нсв,1,,
переупрямить,8,св,4,,
переусердствовать,7,свнп,2,,
переустраивать,9,нсв,1,,
переустроить,9,св,4,,
переуступать,10,нсв,1,,
переуступить,10,св,4,,
переутомить,9,св,4,,
переутомиться,9,св,4,,
переутомлять,10,нсв,1,,
переутомляться,10,нсв,1,,
переутюживать,7,нсв,1,,
переутюжить,7,св,4,,
переучесть,7,св,7,,
переучивать,5,нсв,1,,
переучиваться,5,нсв,1,,
переучитывать,7,нсв,1,,
переучить,7,св,4,,
переучиться,7,св,4,,
перефасонивать,8,нсв,1,,
перефасонить,8,св,4,,
переформировать,13,св,2,,
переформироваться,13,св,2,,
переформировывать,11,нсв,1,,
переформировываться,11,нсв,1,,
переформовать,11,св,2,,
переформовывать,9,нсв,1,,
перефразировать,9,св-нсв,2,,
перехаживать,6,нсв,1,,
перехваливать,7,нсв,1,,
перехвалить,9,св,4,,
перехватать,9,св,1,,
перехватить,9,св,4,,
перехватывать,7,нсв,1,,
перехворать,9,свнп,1,,
перехитрить,9,св,4,,
перехихикиваться,8,нсв,1,,
перехихикнуться,8,св,3,,
перехлестать,10,св,6,,
перехлестнуть,11,св,3,,
перехлестнуться,11,св,3,,
перехлестывать,"7,7",нсвнп,1,,
перехлестываться,"7,7",нсв,1,,
перехлопать,7,св,1,,
перехлопывать,7,нсв,1,,
переходить,8,нсв,4,,
переходить,8,свнп,4,,
перехолодить,10,св,4,,
перехоронить,10,св,4,,
перецарапать,8,св,1,,
перецарапаться,8,св,1,,
перецедить,8,св,4,,
перецеживать,6,нсв,1,,
перецеловать,10,св,2,,
перецеловаться,10,св,2,,
переценивать,6,нсв,1,,
переценить,8,св,4,,
перецепить,8,св,4,,
перецеплять,9,нсв,1,,
перецеплять,9,св,1,,
перечаливать,6,нсв,1,,
перечалить,6,св,4,,
перечахнуть,6,свнп,3,,
перечеканивать,8,нсв,1,,
перечеканить,8,св,4,,
перечеркать,9,св,1,,
перечеркивать,"6,6",нсв,1,,
перечеркнуть,10,св,3,,
перечернить,9,св,4,,
перечернять,9,нсв,1,,
перечерпать,6,св,1,,
перечерпнуть,10,св,3,,
перечерпывать,6,нсв,1,,
перечерстветь,11,свнп,1,,
перечертить,9,св,4,,
перечерчивать,6,нсв,1,,
перечесать,8,св,6,,
перечесаться,8,св,6,(-ё-),
перечесть,6,"св(_пересчитать,перечислить_)",7,,
перечесть,6,св[//перечитать](_прочестьзаново_),7,,
перечесывать,"6,6",нсв,1,,
перечесываться,"6,6",нсв,1,,
перечинивать,6,нсв,1,,
перечинить,8,св,4,,
перечиркать,6,св,1,,
перечислить,6,св,4,,
перечислиться,6,св,4,,
перечислять,9,нсв,1,,
перечисляться,9,нсв,1,,
перечистить,6,св,4,,
перечитать,8,св,1,,
перечитывать,6,нсв,1,,
перечить,4,нсвнп,4,,
перечищать,8,нсв,1,,
перечувствовать,6,св,2,,
перешагивать,6,нсв,1,,
перешагнуть,9,св,3,,
перешаривать,6,нсв,1,,
перешарить,6,св,4,,
перешвыривать,7,нсв,1,,
перешвырнуть,10,св,3,,
перешвырять,9,св,1,,
перешепнуться,9,св,3,,
перешептываться,"6,6",нсв,1,,
перешерстить,10,св,4,,
перешибать,8,нсв,1,,
перешивать,8,нсв,1,,
перешить,6,св,11,,
перешлифовать,11,св,2,,
перешлифовывать,9,нсв,1,,
перешнуровать,11,св,2,,
перешнуроваться,11,св,2,,
перешнуровывать,9,нсв,1,,
перешнуровываться,9,нсв,1,,
перешпиливать,7,нсв,1,,
перешпилить,7,св,4,,
перештемпелевать,14,св,2,,
перештемпелевывать,"12,12",нсв,1,,
перештопать,7,св,1,,
перештопывать,7,нсв,1,,
перештукатуривать,11,нсв,1,,
перештукатурить,11,св,4,,
перешучиваться,6,нсв,1,,
перещеголять,10,св,1,,
перещелкать,"6,6",св,1,,
перещелочить,10,св,4,,
перещипать,8,св,6,,
перещипать,8,св,1,,
перещипывать,6,нсв,1,,
перещупать,6,св,1,,
переэкзаменовать,14,св,2,,
переэкзаменоваться,14,св,2,,
переэкзаменовывать,12,нсв,1,,
переэкзаменовываться,12,нсв,1,,
переяриться,7,св,4,,
перифразировать,9,св-нсв,2,,
перкутировать,7,св-нсв,2,,
перлюстрировать,9,св-нсв,2,,
персонализировать,11,св-нсв,2,,
персонифицировать,11,св-нсв,2,,
персонифицироваться,11,св-нсв,2,,
перфорировать,7,св-нсв,2,,
перхать,5,нсвнп,1,,
перципировать,7,св-нсв,2,,
перчить,2,нсв,4,,
першить,5,нсвнп,4,,
песочить,4,нсв,4,,
пестовать,2,нсв,2,,
пестоваться,2,нсв,2,,
пестреть,6,нсвнп,1,,
пестреть,6,нсвнп,5,,
пестреться,6,нсв,1,,
пестрить,6,нсв,4,,
петлить,5,нсвнп,4,,
петлять,5,нсвнп,1,,
петушиться,6,нсв,4,,
петь,2,нсв,12,,
петься,2,нсв,12,,
печалить,4,нсв,4,,
печалиться,4,нсв,4,,
печатать,4,нсв,1,,
печататься,4,нсв,1,,
печь,2,нсв,8,,
печься,2,нсв,8,,
пивать,4,нсв,1,,
пигментировать,8,св-нсв,2,,
пикать,2,нсвнп,1,,
пикетировать,6,нсв,2,,
пикировать,8,св-нсв,2,,
пикировать,4,св-нсвнп,2,,
пикироваться,8,нсв,2,,
пикнуть,2,свнп,3,,
пиликать,4,нсв,1,,
пилить,4,нсв,4,,
пилиться,4,нсв,4,,
пилотировать,6,нсв,2,,
пинать,4,нсв,1,,
пинаться,4,нсв,1,,
пиратствовать,4,нсвнп,2,,
пировать,6,нсвнп,2,,
пиршествовать,5,нсвнп,2,,
писать,4,нсв,6,,
писаться,4,нсв,6,,
пискнуть,2,свнп,3,,
писывать,2,нсв,1,,
питать,4,нсв,1,,
питаться,4,нсв,1,,
пить,2,нсв,11,,
пихать,4,нсв,1,,
пихаться,4,нсв,1,,
пихнуть,5,св,3,,
пичкать,2,нсв,1,,
пищать,4,нсвнп,5,,
плавать,3,нсвнп,1,,
плавить,3,нсв,4,,
плавиться,3,нсв,4,,
плакать,3,нсвнп,6,,
плакаться,3,нсв,6,,
плакировать,9,св-нсв,2,,
пламенеть,7,нсвнп,1,,
планировать,9,нсв,2,,
планировать,5,нсвнп,2,,
планировать,5,нсв,2,,
пласировать,9,св-нсв,2,,
пластать,6,нсв,1,,
пластифицировать,10,св-нсв,2,,
пластовать,8,нсв,2,,
платать,5,нсв,1,,
платинировать,7,св-нсв,2,,
платить,5,нсв,4,,
платиться,5,нсв,4,,
плачивать,3,нсв,1,,
плевать,5,нсвнп,2,,
плеваться,5,нсв,2,,
пленить,5,св,4,,
плениться,5,св,4,,
пленять,5,нсв,1,,
пленяться,5,нсв,1,,
плескануть,8,св,3,,
плескать,6,нсв,6,,
плескать,6,нсв,1,,
плескаться,6,нсв,6,,
плескаться,6,нсв,1,,
плесневеть,3,нсвнп,1,,
плеснуть,6,св,3,,
плести,6,нсв,7,,
плестись,6,нсв,7,,
плешиветь,5,нсвнп,1,,
плинтовать,8,нсв,2,,
плиссировать,10,нсв,2,,
плодить,5,нсв,4,,
плодиться,5,нсв,4,,
плодоносить,9,нсвнп,4,,
плоить,4,нсв,4,,
пломбировать,10,нсв,2,,
плотить,5,нсв,4,,
плотнеть,6,нсвнп,1,,
плотнить,6,нсв,4,,
плотничать,3,нсвнп,1,,
плошать,5,нсвнп,1,,
плутать,5,нсвнп,1,,
плутовать,7,нсвнп,2,,
плыть,3,нсвнп,16,,
плюнуть,3,свнп,3,,
плюсовать,7,нсв,2,,
плюхать,3,нсв,1,,
плюхаться,3,нсв,1,,
плюхнуть,3,св,3,,
плюхнуться,3,св,3,,
плющить,3,нсв,4,,
плясать,5,нсв,6,,
пнуть,3,св,3,,
поалеть,5,свнп,1,,
поаплодировать,8,свнп,2,,
поартачиться,6,св,4,,
поахать,3,свнп,1,,
побагроветь,9,свнп,1,,
побаиваться,4,нсв,1,,
побалагурить,8,свнп,4,,
побалакать,6,свнп,1,,
побаливать,4,нсвнп,1,,
побаловать,8,св,2,,
побаловаться,8,св,2,,
побаловывать,6,нсв,1,,
побалтывать,4,нсв,1,,
побарабанить,8,свнп,4,,
побарахтаться,6,св,1,,
побарышничать,6,свнп,1,,
побаюкать,5,св,1,,
побегать,4,свнп,1,,
победить,6,св,4,,
победствовать,4,свнп,2,,
побеждать,7,нсв,1,,
побездельничать,7,свнп,1,,
побезумствовать,6,свнп,2,,
побелеть,6,свнп,1,,
побелить,6,св,4,,
побелить,6,св,4,,
поберечь,6,св,8,,
поберечься,6,св,8,,
побеседовать,6,свнп,2,,
побесить,6,св,4,,
побеситься,6,св,4,,
побесноваться,9,св,2,,
побеспокоить,9,св,4,,
побеспокоиться,9,св,4,,
побивать,6,нсв,1,,
побираться,6,нсв,1,,
побить,4,св,11,,
побить,4,св,11,,
побиться,4,св,11,,
поблагодарить,11,св,4,,
поблагодушествовать,9,свнп,2,,
поблаженствовать,7,свнп,2,,
поблажить,7,свнп,4,,
побледнеть,8,свнп,1,,
поблекнуть,"5,5",свнп,3,,
поблескивать,"5,5",нсвнп,1,,
поблестеть,8,свнп,5,,
поблеять,5,свнп,6,,
поблистать,8,свнп,1,,
поблистать,8,свнп,6,,
поблуждать,8,свнп,1,,
пободать,6,св,1,,
пободрствовать,4,свнп,2,,
побожиться,6,св,4,,
поболеть,6,свнп,1,,
поболеть,6,свнп,5,,
поболтать,7,св,1,,
побормотать,9,св,6,,
поборонить,8,св,4,,
побороть,6,св,10,,
побороться,6,св,10,,
побояться,5,св,5,,
пображничать,5,свнп,1,,
побранивать,5,нсв,1,,
побраниваться,5,нсв,1,,
побранить,7,св,4,,
побраниться,7,св,4,,
побрасывать,5,нсв,1,,
побрататься,7,св,1,,
побрать,5,св,6,,
побрезгать,5,свнп,1,,
побрезговать,5,свнп,2,,
побренчать,8,свнп,5,,
побрести,8,свнп,7,,
побрехать,7,свнп,6,,
побрить,5,св,12,,
побриться,5,св,12,,
побродить,7,свнп,4,,
побросать,7,св,1,,
побрызгать,5,свнп,6,,
побрызгать,5,св,1,,
побрызгаться,5,св,1,,
побрызгаться,5,св,6,,
побрюзжать,8,свнп,5,,
побрякать,5,свнп,1,,
побрякивать,5,нсвнп,1,,
побряцать,7,свнп,1,,
побудить,6,св,4,,
побудить,6,св,4,,
побуждать,7,нсв,1,,
побуйствовать,4,свнп,2,,
побулькать,4,свнп,1,,
побулькивать,4,нсвнп,1,,
побуреть,6,свнп,1,,
побурлить,7,свнп,4,,
побурчать,7,свнп,5,,
побушевать,8,свнп,2,,
побуянить,5,свнп,4,,
побывать,6,свнп,1,,
повадить,4,св,4,,
повадиться,4,св,4,,
поваживать,4,нсв,1,,
поваживать,4,нсв,1,,
поважничать,4,свнп,1,,
поваксить,4,св,4,,
поваливать,4,нсв,1,,
повалить,6,св,4,,
повалить,6,свнп,4,,
повалить,6,свнп,4,,
повалиться,6,св,4,,
повалять,6,св,1,,
поваляться,6,св,1,,
пованивать,4,нсвнп,1,,
поварить,6,св,4,,
повариться,6,св,4,,
поварничать,4,нсвнп,1,,
повевать,6,нсвнп,1,,
поведать,4,св,1,,
поведывать,4,нсв,1,,
повезти,7,св,7,,
повезти,7,свнп,7,,
повелевать,8,нсвнп,1,,
повелеть,6,свнп,5,,
повеличать,8,св,1,,
повенчать,7,св,1,,
повенчаться,7,св,1,,
повергать,7,нсв,1,,
повергаться,7,нсв,1,,
повергнуть,4,св,3,,
повергнуться,4,св,3,,
поверить,4,свнп,4,,
поверить,4,св,4,,
повернуть,7,св,3,,
повернуться,7,св,3,,
поверстать,8,св,1,,
поверстаться,8,св,1,,
повертеть,7,св,5,,
повертеться,7,св,5,,
повертывать,"4,4",нсв,1,,
повертываться,"4,4",нсв,1,,
поверчивать,4,нсв,1,,
повершить,7,св,4,,
поверять,6,нсв,1,,
повеселеть,8,свнп,1,,
повеселить,8,св,4,,
повеселиться,8,св,4,,
повесить,4,св,4,,
повеситься,4,св,4,,
повесничать,4,нсвнп,1,,
повествовать,10,нсв,2,,
повести,7,св,7,,
повести,7,св,7,,
повестись,7,св,7,,
повестить,7,св,4,,
повечереть,8,свнп,1,,
повечерять,6,свнп,1,,
повещать,6,нсв,1,,
повеять,4,св,6,,
повздорить,6,свнп,4,,
повздыхать,8,свнп,1,,
повзрослеть,9,свнп,1,,
повивать,6,нсв,1,,
повидать,6,св,1,,
повидаться,6,св,1,,
повиднеть,7,свнп,1,,
повизгивать,4,нсвнп,1,,
повизжать,7,свнп,5,,
повиливать,4,нсвнп,1,,
повилять,6,свнп,1,,
повиниться,6,св,4,,
повиноваться,8,нсв,2,,
повинтить,7,св,4,,
повинтить,7,св,4,,
повинчивать,4,нсв,1,,
повисать,6,нсвнп,1,,
повисеть,6,свнп,5,,
повиснуть,4,свнп,3,,
повить,4,св,11,,
повлажнеть,8,свнп,1,,
повластвовать,5,свнп,2,,
повлечь,5,св,8,,
повлечься,5,св,8,,
повлиять,6,свнп,1,,
поводить,6,нсвнп,4,,
поводить,6,св,4,,
поводиться,6,св,4,,
повоевать,7,свнп,2,,
повозить,6,св,4,,
повозиться,6,св,4,,
поволноваться,9,св,2,,
поволочить,8,св,4,,
поволочиться,8,св,4,,
поволочь,6,св,8,(-к-),
поволочься,6,св,8,(-к-),
повольничать,4,свнп,1,,
поворачивать,6,нсв,1,,
поворачиваться,6,нсв,1,,
поворковать,9,свнп,2,,
поворовать,8,св,2,,
поворовывать,6,нсв,1,,
поворожить,8,свнп,4,,
поворотить,8,св,4,,
поворотиться,8,св,4,,
поворочать,6,св,1,,
поворочаться,6,св,1,,
поворошить,8,св,4,,
поворчать,7,свнп,5,,
повраждовать,10,свнп,2,,
поврать,5,св,6,,
повредить,7,св,4,,
повредиться,7,св,4,,
повреждать,8,нсв,1,,
повреждаться,8,нсв,1,,
повременить,9,свнп,4,,
повскакать,8,свнп,6,,
повскакивать,6,нсвнп,1,,
повставать,8,свнп,13,,
повстречать,9,св,1,,
повстречаться,9,св,1,,
повторить,7,св,4,,
повториться,7,св,4,,
повторять,7,нсв,1,,
повторяться,7,нсв,1,,
повыбивать,8,св,1,,
повыбить,4,св,11,,
повывать,6,нсвнп,1,,
повывести,4,св,7,,
повыгонять,8,св,1,,
повыдергать,4,св,1,,
повыдергивать,"6,6",св,1,,
повыдирать,8,св,1,,
повыдрать,4,св,6,,
повыкинуть,4,св,3,,
повылавливать,6,св,1,,
повылезать,8,свнп,1,,
повыломать,4,св,1,,
повымереть,4,свнп,9,,
повымерзнуть,4,свнп,3,,
повымирать,8,свнп,1,,
повыморить,4,св,4,,
повынимать,8,св,1,,
повыпасть,4,свнп,7,(-д-),
повырастать,9,свнп,1,,
повырубить,4,св,4,,
повысить,4,св,4,,
повыситься,4,св,4,,
повыскакивать,7,свнп,1,,
повыспросить,4,св,4,,
повытаскать,4,св,1,,
повытаскивать,6,св,1,,
повытоптать,4,св,6,,
повытряхивать,7,св,1,,
повыть,4,свнп,12,,
повыцвести,4,свнп,7,(-т-),
повышать,6,нсв,1,,
повышаться,6,нсв,1,,
повязать,6,св,6,,
повязаться,6,св,6,,
повязывать,4,нсв,1,,
повязываться,4,нсв,1,,
повялить,4,св,4,,
повянуть,4,свнп,3,,
погавкать,4,свнп,1,,
погадать,6,свнп,1,,
погалдеть,7,свнп,5,,
поганить,4,нсв,4,,
поганиться,4,нсв,4,,
погарцевать,9,свнп,2,,
погасать,6,нсвнп,1,,
погасить,6,св,4,,
погасить,6,св,4,,
погаснуть,4,свнп,3,,
погашать,6,нсв,1,,
погибать,6,нсвнп,1,,
погибнуть,4,свнп,3,,
погладить,5,св,4,,
погладывать,5,нсв,1,,
поглаживать,5,нсв,1,,
поглазеть,7,свнп,1,,
поглатывать,5,нсв,1,,
поглодать,7,св,6,,
поглодать,7,св,1,,
поглодать,7,св,6,,
поглотать,7,св,1,,
поглотить,7,св,4,(-щ-),
поглотить,7,св,4,(-щ-),
поглотиться,7,св,4,(-щ-),
поглотиться,7,св,4,(-щ-),
поглощать,7,нсв,1,,
поглощаться,7,нсв,1,,
поглумиться,7,св,4,,
поглупеть,7,свнп,1,,
поглупить,7,свнп,4,,
поглядеть,7,св,5,,
поглядеться,7,св,5,,
поглядывать,5,нсвнп,1,,
погнать,5,св,5,,
погнаться,5,св,5,,
погневаться,5,св,1,,
погневить,7,св,4,,
погнить,5,свнп,12,,
погноить,6,св,4,,
погнуть,5,св,3,,
погнуться,5,св,3,,
погнушаться,7,св,1,,
поговаривать,6,нсвнп,1,,
поговорить,8,свнп,4,,
погоготать,8,свнп,6,,
погодить,6,свнп,4,,
поголодать,8,свнп,1,,
поголосить,8,свнп,4,,
поголубеть,8,свнп,1,,
погонять,6,нсв,1,,
погонять,6,св,1,,
погоняться,6,св,1,,
погорать,6,нсвнп,1,,
погордиться,7,св,4,,
погоревать,8,свнп,2,,
погореть,6,свнп,5,,
